StopID;Street;Longitude;Latitude;Municipality
13210;Bridge St W;-80.511143;43.505863;Waterloo
13208;Bridge St W;-80.518125;43.508987;Waterloo
13209;Bridge St W;-80.510998;43.506014;Waterloo
13206;Bridge St W;-80.520092;43.510909;Waterloo
12802;Bridge St W;-80.503567;43.49813296;Waterloo
12807;Bridge St W;-80.50393297;43.49861699;Waterloo
13207;Bridge St W;-80.520807;43.511055;Waterloo
13217;Bridge St W;-80.49213;43.488124;Waterloo
13212;Bridge St W;-80.516305;43.508032;Waterloo
13211;Bridge St W;-80.516392;43.50789;Waterloo
13216;Bridge St W;-80.493742;43.489037;Waterloo
12695;Bridge St W;-80.494283;43.489813;Waterloo
13215;Bridge St W;-80.493634;43.489259;Waterloo
12801;Bridge St W;-80.50638303;43.50075001;Waterloo
11060;Bridge St W;-80.48439803;43.48279498;Kitchener
10976;Bridge St W;-80.48475699;43.48276698;Kitchener
10980;Bridgeport Rd;-80.48511804;43.47651297;Kitchener
14774;Bridgeport Rd;-80.48609543;43.47612785;Kitchener
14788;Bridgeport Rd;-80.48543997;43.47620798;Kitchener
10982;Bridgeport Rd;-80.49027295;43.47495199;Kitchener
11052;Bridgeport Rd;-80.48953199;43.474935;Kitchener
11053;Bridgeport Rd;-80.48759302;43.47529696;Kitchener
10981;Bridgeport Rd;-80.48732194;43.47554799;Kitchener
10984;Bridgeport Rd E;-80.50114697;43.47251201;Waterloo
10989;Bridgeport Rd E;-80.51523199;43.46917001;Waterloo
10986;Bridgeport Rd E;-80.50802498;43.47163796;Waterloo
10983;Bridgeport Rd E;-80.49871197;43.47256303;Waterloo
10985;Bridgeport Rd E;-80.504592;43.47235702;Waterloo
10990;Bridgeport Rd E;-80.52024703;43.468115;Waterloo
10988;Bridgeport Rd E;-80.51364997;43.46983704;Waterloo
14158;Bridgeport Rd W;-80.52476087;43.46747127;Waterloo
10996;Caroline St S;-80.523193;43.462147;Waterloo
13790;Caroline St S;-80.523304;43.462102;Waterloo
10154;Cedarbrae Ave;-80.55156004;43.48567001;Waterloo
10190;Cedarbrae Ave;-80.55170199;43.48568299;Waterloo
10155;Cedarbrae Ave;-80.55008486;43.4879488;Waterloo
10189;Cedarbrae Ave;-80.55023701;43.48801203;Waterloo
10187;Cedarbrae Ave;-80.54609601;43.490035;Waterloo
10157;Cedarbrae Ave;-80.54806001;43.48961399;Waterloo
10188;Cedarbrae Ave;-80.54772703;43.48982198;Waterloo
12642;Centennial Rd;-80.430122;43.473055;Kitchener
13192;Centennial Rd;-80.433601;43.47184;Kitchener
12641;Centennial Rd;-80.42920374;43.47526418;Kitchener
13390;Central Station;-80.499049;43.453262;Kitchener
13389;Central Station;-80.499172;43.45308;Kitchener
10323;Adam St;-80.30975495;43.43048503;Cambridge
10546;Ainsle Terminal;-80.31281502;43.35740695;Cambridge
10497;Ainslie St N;-80.31352203;43.361892;Cambridge
10495;Ainslie St N;-80.31367804;43.35998699;Cambridge
10496;Ainslie St N;-80.31349244;43.36032878;Cambridge
13145;Ainslie St N;-80.31415984;43.36284398;Cambridge
10498;Ainslie St N;-80.31408501;43.36368799;Cambridge
10499;Ainslie St N;-80.31456294;43.36556502;Cambridge
10493;Ainslie St N;-80.314381;43.364802;Cambridge
14498;Ainslie St S;-80.31455324;43.34979968;Cambridge
11206;Ainslie St S;-80.31347703;43.35447498;Cambridge
14714;Ainslie St S;-80.31302918;43.35278378;Cambridge
14715;Ainslie St S;-80.31326564;43.35299379;Cambridge
10551;Ainslie St S;-80.314075;43.354938;Cambridge
10539;Ainslie Terminal;-80.31352204;43.35717101;Cambridge
10550;Ainslie Terminal;-80.313486;43.35696499;Cambridge
13415;Ainslie Terminal;-80.313444;43.357642;Cambridge
11217;Alison Ave;-80.30032799;43.368168;Cambridge
11220;Alison Ave;-80.29376002;43.36443303;Cambridge
11219;Alison Ave;-80.29479004;43.36703197;Cambridge
11218;Alison Ave;-80.29718694;43.368808;Cambridge
10435;Argyle St S;-80.36156;43.39463202;Cambridge
10434;Argyle St S;-80.36309695;43.39305802;Cambridge
14448;Arthur Fach Dr;-80.28034193;43.40546947;Cambridge
14447;Arthur Fach Dr;-80.28085583;43.40696227;Cambridge
14830;Avenue Rd;-80.31170664;43.37833614;Cambridge
14446;Baintree Way;-80.28602758;43.40565487;Cambridge
12892;Baldwin Dr;-80.313031;43.441747;Cambridge
12890;Baldwin Dr;-80.30655702;43.44561982;Cambridge
12889;Baldwin Dr;-80.3071841;43.44759715;Cambridge
12888;Baldwin Dr;-80.30770894;43.44919522;Cambridge
12891;Baldwin Dr;-80.30727838;43.44167461;Cambridge
10428;Beck St;-80.354281;43.38902;Cambridge
11145;Beverly St;-80.304027;43.368593;Cambridge
14413;Beverly St;-80.3045172;43.36816318;Cambridge
14762;Beverly St;-80.3065801;43.36542434;Cambridge
14763;Beverly St;-80.30620205;43.36545806;Cambridge
10636;Beverly St;-80.30962202;43.36198997;Cambridge
14415;Beverly St;-80.30956873;43.36223014;Cambridge
14397;Beverly St;-80.30284927;43.37027416;Cambridge
13724;Bishop St N;-80.332356;43.393803;Cambridge
12837;Bishop St N;-80.32442621;43.39509948;Cambridge
10336;Bishop St N;-80.32575698;43.39499001;Cambridge
12928;Bishop St N;-80.33635571;43.39304566;Cambridge
12927;Bishop St N;-80.33677609;43.39283885;Cambridge
13725;Bishop St N;-80.332412;43.393628;Cambridge
10335;Bishop St N;-80.32083695;43.39593696;Cambridge
14024;Bishop St N;-80.31834758;43.39589326;Cambridge
14409;Bishop St N;-80.31802201;43.39603126;Cambridge
13279;Bishop St N;43.397357;-80.309168;Cambridge
13277;Bishop St N;-80.309353;43.397505;Cambridge
10424;Bishop St N;-80.34633297;43.39075302;Cambridge
10471;Bishop St N;-80.34637202;43.39052998;Cambridge
13280;Bishop St N;-80.305136;43.398085;Cambridge
14962;Bishop St N;-80.30595701;43.39809234;Cambridge
14410;Bishop St N;-80.32330087;43.39534122;Cambridge
12895;Bishop St N;-80.32868379;43.3943351;Cambridge
12894;Bishop St N;-80.32960467;43.39430449;Cambridge
13263;Bishop St N;-80.339158;43.392408;Cambridge
13264;Bishop St N;-80.339491;43.392515;Cambridge
12866;Bishop St N;-80.34409348;43.3915471;Cambridge
10472;Bishop St N;-80.34424699;43.39162496;Cambridge
10425;Bishop St S;-80.34842804;43.38844699;Cambridge
14729;Bishop St S;-80.34754228;43.38946138;Cambridge
14297;Bismark Dr;-80.32832448;43.37076536;Cambridge
14356;Black Bridge Rd;-80.30994393;43.44968363;Cambridge
11248;Blair Rd;-80.32299201;43.36390698;Cambridge
14298;Blair Rd;-80.33251593;43.37137836;Cambridge
14299;Blair Rd;-80.33249849;43.37118171;Cambridge
14301;Blair Rd;-80.3339844;43.37252811;Cambridge
14300;Blair Rd;-80.33351032;43.37227757;Cambridge
12835;Blair Rd;-80.3362428;43.37386541;Cambridge
11247;Blair Rd;-80.32703699;43.36673202;Cambridge
11245;Blair Rd;-80.33040704;43.36950301;Cambridge
14304;Blair Rd;-80.37939255;43.38347135;Cambridge
14305;Blair Rd;-80.37880285;43.38330425;Cambridge
14302;Blair Rd;-80.3368824;43.37391961;Cambridge
14306;Blair Rd;-80.38583226;43.38400521;Cambridge
14307;Blair Rd;-80.38604002;43.38427283;Cambridge
14296;Blair Rd;-80.3215156;43.36268324;Cambridge
12822;Blair Rd;-80.33966898;43.37486833;Cambridge
14303;Blair Rd;-80.34040844;43.37493348;Cambridge
11246;Blair Rd;-80.32828004;43.367765;Cambridge
13036;Boxwood Dr;-80.36500003;43.42812996;Cambridge
13037;Boxwood Dr;-80.370302;43.430673;Cambridge
13273;Burnett Ave;-80.290569;43.384786;Cambridge
10391;Burnett Ave;-80.29228001;43.38332796;Cambridge
14606;Burnett Ave;-80.28629427;43.39246504;Cambridge
10392;Burnett Ave;-80.287448;43.38697;Cambridge
14605;Burnett Ave;-80.28511938;43.38956596;Cambridge
14913;Burnett Ave;-80.2907288;43.39715205;Cambridge
13714;Cambridge Centre;-80.322563;43.392786;Cambridge
13715;Cambridge Centre;-80.322534;43.392724;Cambridge
14474;Cambridge Centre Station;-80.32246597;43.39275476;Cambridge
13708;Cambridge Centre Station;-80.322482;43.39253;Cambridge
13709;Cambridge Centre Station;-80.322735;43.392495;Cambridge
14924;Cambridge Centre Station;-80.32249595;43.39289921;Cambridge
13711;Cambridge Centre Station;-80.322464;43.392901;Cambridge
13712;Cambridge Centre Station;-80.322822;43.392958;Cambridge
13410;Cambridge Centre Station;-80.322274;43.392604;Cambridge
13326;Can-Amera Pky;-80.312319;43.390834;Cambridge
13327;Can-Amera Pky;-80.312087;43.390707;Cambridge
10378;Can-Amera Pky;-80.30385198;43.39391196;Cambridge
14684;Can-Amera Pky;-80.30365746;43.39362427;Cambridge
14160;Can-Amera Pky;-80.30897601;43.39290651;Cambridge
11315;Cedar St;-80.328411;43.35156;Cambridge
12900;Cedar St;-80.31807701;43.35342318;Cambridge
12904;Cedar St;-80.31762075;43.35324301;Cambridge
13944;Cedar St;-80.333651;43.350826;Cambridge
12901;Cedar St;-80.32331909;43.35257196;Cambridge
12903;Cedar St;-80.32395815;43.35232637;Cambridge
11297;Cedar St;-80.32935495;43.35156302;Cambridge
10423;Concession Rd;-80.34239197;43.38951301;Cambridge
10443;Concession Rd;-80.34601296;43.40004197;Cambridge
10457;Concession Rd;-80.34545301;43.39869801;Cambridge
10442;Concession Rd;-80.34681296;43.40260696;Cambridge
12589;Concession Rd;-80.34656977;43.40237214;Cambridge
10538;Concession St;-80.30712196;43.35486303;Cambridge
10552;Concession St;-80.307313;43.354735;Cambridge
10553;Concession St;-80.30390301;43.3553;Cambridge
10537;Concession St;-80.30409199;43.35537804;Cambridge
10334;Conestoga Blvd;-80.31667203;43.39484201;Cambridge
10357;Conestoga Blvd;-80.3183103;43.39963678;Cambridge
13119;Conestoga Blvd;-80.31847364;43.40055445;Cambridge
13120;Conestoga Blvd;-80.31750117;43.3966919;Cambridge
12874;Conestoga Blvd;-80.31668821;43.3945253;Cambridge
10333;Conestoga Blvd;-80.31528196;43.39268297;Cambridge
13748;Conestoga Blvd;-80.315306;43.39244;Cambridge
10356;Conestoga Blvd;-80.31951131;43.40248301;Cambridge
13062;Cooper St;-80.29386548;43.42588935;Cambridge
10257;Cooper St;-80.297755;43.42785804;Cambridge
12475;Cooper St;-80.28990875;43.42068764;Cambridge
10259;Cooper St;-80.30580801;43.43179802;Cambridge
10258;Cooper St;-80.30124704;43.43049998;Cambridge
14187;Cooper St;-80.30822325;43.43233776;Cambridge
10645;Coronation Blvd;-80.32889998;43.37968804;Cambridge
13132;Coronation Blvd;-80.33117177;43.38102376;Cambridge
10623;Coronation Blvd;-80.336216;43.3836423;Cambridge
10648;Coronation Blvd;-80.33597801;43.38386002;Cambridge
10626;Coronation Blvd;-80.32905489;43.37935001;Cambridge
10625;Coronation Blvd;-80.33112798;43.38066698;Cambridge
10643;Coronation Blvd;-80.32197795;43.37553301;Cambridge
10642;Coronation Blvd;-80.318968;43.373751;Cambridge
12679;Coronation Blvd;-80.33430996;43.38253297;Cambridge
10647;Coronation Blvd;-80.33370296;43.38249298;Cambridge
10644;Coronation Blvd;-80.32593227;43.37787534;Cambridge
14324;Coronation Blvd;-80.32617163;43.37771247;Cambridge
10622;Coronation Blvd;-80.33928;43.38567202;Cambridge
10650;Coronation Blvd;-80.33889203;43.38579302;Cambridge
14325;Coronation Blvd;-80.32231142;43.37540086;Cambridge
14832;Coronation Blvd;-80.32101251;43.37466522;Cambridge
12460;Coulthard Blvd;-80.2807072;43.40527266;Cambridge
12461;Coulthard Blvd;-80.28449798;43.40414197;Cambridge
14761;Country Club Dr;-80.29344251;43.39612254;Cambridge
10563;Dobbie Dr;-80.28533796;43.37321302;Cambridge
10527;Dobbie Dr;-80.28529202;43.372852;Cambridge
10562;Dobbie Dr;-80.28396798;43.36969802;Cambridge
10528;Dobbie Dr;-80.28427305;43.37022298;Cambridge
10561;Dobbie Dr;-80.28328504;43.36799701;Cambridge
10529;Dobbie Dr;-80.28335001;43.36780296;Cambridge
10415;Dunbar Rd;-80.32410197;43.39042997;Cambridge
14445;Dunbar Rd;-80.31436376;43.39133109;Cambridge
10379;Dunbar Rd;-80.314832;43.39138;Cambridge
10417;Dunbar Rd;-80.32891303;43.38935701;Cambridge
10478;Dunbar Rd;-80.333547;43.38833801;Cambridge
10419;Dunbar Rd;-80.33305698;43.38852502;Cambridge
10422;Dunbar Rd;-80.34161799;43.38814997;Cambridge
10475;Dunbar Rd;-80.34160295;43.38798802;Cambridge
10481;Dunbar Rd;-80.32405799;43.39034697;Cambridge
12897;Dunbar Rd;-80.32869842;43.38928328;Cambridge
14444;Dunbar Rd;-80.3178043;43.39077526;Cambridge
14455;Dunbar Rd;-80.31805662;43.39102536;Cambridge
10421;Dunbar Rd;-80.33769998;43.38771197;Cambridge
10476;Dunbar Rd;-80.337572;43.38761003;Cambridge
14737;Dundas St N;-80.30564898;43.36576797;Cambridge
14730;Dundas St N;-80.3056364;43.36551166;Cambridge
12727;Dundas St N;-80.30886464;43.36739085;Cambridge
10639;Dundas St N;-80.30872498;43.36754503;Cambridge
10641;Dundas St N;-80.31660797;43.372242;Cambridge
14254;Dundas St N;-80.29787513;43.36087086;Cambridge
14255;Dundas St N;-80.29806883;43.36115379;Cambridge
14253;Dundas St N;-80.30145245;43.36317124;Cambridge
10630;Dundas St N;-80.313927;43.37045702;Cambridge
14252;Dundas St N;-80.30133562;43.36294651;Cambridge
14256;Dundas St N;-80.29507056;43.35915768;Cambridge
14257;Dundas St N;-80.29519449;43.3593818;Cambridge
10640;Dundas St N;-80.31393797;43.37059501;Cambridge
10629;Dundas St N;-80.318038;43.37289;Cambridge
11224;Dundas St S;-80.28911699;43.35575497;Cambridge
14260;Dundas St S;-80.28841481;43.35509495;Cambridge
14267;Dundas St S;-80.28695604;43.35456337;Cambridge
14258;Dundas St S;-80.29180995;43.35712826;Cambridge
14259;Dundas St S;-80.29156792;43.35723797;Cambridge
12701;Dunvegan Dr;-80.508455;43.49349702;Waterloo
14787;Dunvegan Dr;-80.50733649;43.49323882;Waterloo
10302;Eagle St;-80.35545996;43.40331997;Cambridge
10459;Eagle St N;-80.36064995;43.40125501;Cambridge
10303;Eagle St N;-80.351891;43.40397796;Cambridge
10441;Eagle St N;-80.34761799;43.40462499;Cambridge
14323;Eagle St N;-80.3469395;43.40476303;Cambridge
10341;Eagle St N;-80.328623;43.407796;Cambridge
14249;Eagle St N;-80.33354614;43.4070173;Cambridge
14250;Eagle St N;-80.33303882;43.40728605;Cambridge
14335;Eagle St N;-80.36304244;43.39878274;Cambridge
10294;Eagle St N;-80.35480999;43.40358503;Cambridge
14247;Eagle St N;-80.3414429;43.40567489;Cambridge
14248;Eagle St N;-80.34111843;43.4058814;Cambridge
10293;Eagle St N;-80.351697;43.404093;Cambridge
14246;Eagle St N;-80.35962573;43.40189252;Cambridge
10292;Eagle St N;-80.34819695;43.40466997;Cambridge
10460;Eagle St N;-80.36202696;43.40007499;Cambridge
14245;Eagle St N;-80.36187828;43.40003584;Cambridge
14405;Elgin St N;-80.31110853;43.38925844;Cambridge
11155;Elgin St N;-80.30637694;43.37845002;Cambridge
14401;Elgin St N;-80.30640359;43.3789973;Cambridge
13357;Elgin St N;-80.302742;43.372065;Cambridge
14398;Elgin St N;-80.30279898;43.37269787;Cambridge
10401;Elgin St N;-80.30860998;43.39112301;Cambridge
14406;Elgin St N;-80.30869652;43.39096446;Cambridge
14403;Elgin St N;-80.31207554;43.38413671;Cambridge
11213;Elgin St N;-80.298112;43.36084499;Cambridge
10384;Elgin St N;-80.30726198;43.38110998;Cambridge
10400;Elgin St N;-80.30295302;43.39138999;Cambridge
14407;Elgin St N;-80.30223859;43.39227947;Cambridge
11157;Elgin St N;-80.30345797;43.37393997;Cambridge
14399;Elgin St N;-80.30331435;43.37393252;Cambridge
14402;Elgin St N;-80.30707856;43.38104661;Cambridge
10402;Elgin St N;-80.31175195;43.38897198;Cambridge
10403;Elgin St N;-80.313295;43.387272;Cambridge
14739;Elgin St N;-80.29899869;43.36310271;Cambridge
11214;Elgin St N;-80.29859804;43.36201796;Cambridge
11215;Elgin St N;-80.29983201;43.36503799;Cambridge
11216;Elgin St N;-80.30043803;43.36656296;Cambridge
14738;Elgin St N;-80.29711821;43.3583934;Cambridge
14411;Elgin St N;-80.31240106;43.38439232;Cambridge
10383;Elgin St N;-80.30981199;43.38266197;Cambridge
11156;Elgin St N;-80.30570203;43.37676702;Cambridge
14400;Elgin St N;-80.30566427;43.37703979;Cambridge
14404;Elgin St N;-80.3128118;43.38760965;Cambridge
11346;Elgin St S;-80.29558496;43.35441201;Cambridge
14382;Elgin St S;-80.29303346;43.34813702;Cambridge
11347;Elgin St S;-80.29640204;43.35643696;Cambridge
14383;Elgin St S;-80.29501449;43.35316002;Cambridge
11344;Elgin St S;-80.29436188;43.35142826;Cambridge
12582;Ellis Rd;-80.288112;43.429112;Cambridge
12787;Columbia St E;-80.519865;43.484378;Waterloo
12762;Columbia St E;-80.51968294;43.48430001;Waterloo
12788;Columbia St E;-80.522155;43.483534;Waterloo
14786;Columbia St E;-80.52312355;43.4830339;Waterloo
13204;Columbia St W;-80.56908;43.466502;Waterloo
11566;Columbia St W;-80.53502696;43.47878496;Waterloo
11576;Columbia St W;-80.53532803;43.47854698;Waterloo
10122;Columbia St W;-80.56178501;43.46909304;Waterloo
12960;Columbia St W;-80.561071;43.469568;Waterloo
13203;Columbia St W;-80.57329;43.465022;Waterloo
10109;Columbia St W;-80.57678296;43.46401;Waterloo
13202;Columbia St W;-80.5767;43.463894;Waterloo
13193;Columbia St W;-80.58116;43.461947;Waterloo
10110;Columbia St W;-80.58165351;43.4619317;Waterloo
14902;Columbia St W;-80.56376414;43.46864957;Waterloo
13266;Columbia St W;-80.565832;43.46791;Waterloo
10121;Columbia St W;-80.56497001;43.46798997;Waterloo
10105;Columbia St W;-80.56828301;43.466992;Waterloo
13584;Columbia St W;-80.547288;43.474512;Waterloo
11577;Columbia St W;-80.53112504;43.48003495;Waterloo
11565;Columbia St W;-80.531527;43.480075;Waterloo
11564;Columbia St W;-80.52968698;43.48070297;Waterloo
11578;Columbia St W;-80.52907002;43.48079199;Waterloo
10107;Columbia St W;-80.57350702;43.46515701;Waterloo
11579;Columbia St W;-80.52637573;43.48170921;Waterloo
13246;Columbia St W;-80.527075;43.481692;Waterloo
13324;Columbia St W;-80.58649966;43.4496753;Waterloo
11567;Columbia St W;-80.53743494;43.47797199;Waterloo
